cancel	dept_code	dept_group	week_section1	week_section2	week_section3	week_section4	authorize_p	authorize_r	brief_eng	dept_chiabbr	not_choose	course_code	percentage	full_flag	limit	selfTeach	credit	intensive	fillcounter	for_query	acadm_year	course_kind	selfTeachName	send_time	eng_name	course_group	exp_hours	serial_no	status	emi	counter_exceptAuth	rt	gender_restrict	eng_teach	classes	dept_engfull	restrict	school_avg	umd	authorize_using	dept_group_name	course_avg	teacher	class_name	time_inf	chn_name	form_s_name	moocs_teach	hours	form_s	tname	counter	deleteQ	option_code	tcode	scoreEnt	iCounter	limit_count_h	comment	acadm_term	generalCore	programs
	GU						1	0.03		通識		05UG016			1		2.0				115	半			Computational Thinking and Programming </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative The Inter-disciplinary Program of Computer Music and Audio Technology The Inter-disciplinary Program of AI Digital Art The Inter-disciplinary Program of Application of Information Technology ]	D		1091			26	N								-11			蔡明男		四 6-7 公館 理圖802	運算思維與程式設計 </br>[ 學分學程：AI暨元宇宙敘事學分學程 電腦音樂與音訊技術學分學程 AI與數位藝術學分學程 資訊科技應用學分學程 ]						15		通				37		1	A4/B2	ZU48/ZU60/ZU63/ZU77
	GU						4	0.08		通識		05UG016			3		2.0				115	半			Computational Thinking and Programming </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative The Inter-disciplinary Program of Computer Music and Audio Technology The Inter-disciplinary Program of AI Digital Art The Inter-disciplinary Program of Application of Information Technology ]	E		1092			23	N								-14			蔡明男		四 8-9 公館 理圖801	運算思維與程式設計 </br>[ 學分學程：AI暨元宇宙敘事學分學程 電腦音樂與音訊技術學分學程 AI與數位藝術學分學程 資訊科技應用學分學程 ]						9		通				50		1	A4/B2	ZU48/ZU60/ZU63/ZU77
	GU						4	0.08		通識		05UG016			3		2.0				115	半			Computational Thinking and Programming </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative The Inter-disciplinary Program of Computer Music and Audio Technology The Inter-disciplinary Program of AI Digital Art The Inter-disciplinary Program of Application of Information Technology ]	F		1093			24	N								-11			黃芳蘭		五 10-A 公館 理圖801	運算思維與程式設計 </br>[ 學分學程：AI暨元宇宙敘事學分學程 電腦音樂與音訊技術學分學程 AI與數位藝術學分學程 資訊科技應用學分學程 ]						13		通				50		1	A4/B2	ZU48/ZU60/ZU63/ZU77
	GU						10	0.20		通識		05UG017			5		2.0				115	半			Data Science and Computer Programming </br>[ Program: The Inter-disciplinary Program of Computer Music and Audio Technology The Inter-disciplinary Program of Application of Information Technology ]			1094			41	N		是						-16			林耘逸		一 4-5 公館 Ｓ601	資料科學與程式設計 </br>[ 學分學程：電腦音樂與音訊技術學分學程 資訊科技應用學分學程 ]						25		通				50		1	A4	ZU60/ZU77
	GU						10	0.20		通識		05UG020			0		2.0				115	半			Statistics	B		1095			98	N								-58			何英奇		二 6-7 和平 教402	統計學						40		通				50		1	A2/B1	
	GU						5	0.10		通識		05UG023			3		2.0				115	半			Textual Data Analysis	A		1099			10	N								-5			王祥安		五 3-4 公館 理圖801	文本分析與程式設計						5		通				50		1	A4	
	GU						5	0.10		通識		05UG023			3		2.0				115	半			Textual Data Analysis	B		1100			42	N								-28			王祥安		五 6-7 公館 理圖801	文本分析與程式設計						14		通				50		1	A4	
	GU						5	0.10		通識		05UG028			1		2.0				115	半			Advanced Spreadsheet Tools for Business Analysis	A		1105			91	N								-49			劉建成		一 3-4 公館 理圖801	試算表與商務資料分析						42		通				50		1	A4	
	GU						5	0.10		通識		05UG028			1		2.0				115	半			Advanced Spreadsheet Tools for Business Analysis	B		1106			116	N								-74			劉建成		四 3-4 公館 理圖801	試算表與商務資料分析						42		通				50		1	A4	
	GU						10	0.20		通識		05UG029			5		2.0	Y			115	半			Biomedical and Health Data Analytics			1107			116	1		是						-74			林耘逸		◎面授/同步	生醫與健康數據分析						42		通				50	◎數位課程 All distance learning courses display synchronous learning and face-to-face learning time only.	1	A4	
	GU						4	0.08		通識		05UG032			3		3.0				115	半			Learning Analytics Tools Implementation Applications </br>[ Program: The Inter-disciplinary Program of Big Data in Education The Inter-disciplinary  Program of Sports Technology ]			1108			26	N								-11			陳俊豪		四 7-9 和平 科技系TB310教室	學習分析工具實務應用 </br>[ 學分學程：教育大數據微學分學程 運動科技學分學程 ]						15		通				50	學生須自備筆電	1	A4	ZU39/ZU55
	GU						3	0.08		通識		05UG034			0		2.0				115	半			Introduction to Web Programming			1110			51	N								-26			周遵儒		三 9-10 和平 綜1001	網頁程式設計入門						25		通				37		1	A4	
	GU						5	0.10		通識		05UG036			1		2.0				115	半			Structured Query Language (SQL) and Database Design			1111			28	N								-15			劉建成		五 3-4 公館 理圖807	SQL與資料庫設計						13		通				50		1	A4	
	GU						9	0.10		通識		05UG038			3		2.0				115	半			Practical Applications of Generative AI </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative The Inter-disciplinary Program of AI Digital Art ]			1113			227	N								-152			尹相志		三 3-4 和平 教202會議廳	生成式AI實務應用 </br>[ 學分學程：AI暨元宇宙敘事學分學程 AI與數位藝術學分學程 ]						75		通				90		1	A4	ZU48/ZU63
	GU						0	0.00		通識		05UG039			0		2.0				115	半			AI and Everyday Life			1114			52	N		是						-38			陳立新		三 6-7 公館 Ｅ202	人工智慧與日常生活						14		通				102		1	A2	
	GU						0	0.00		通識		05UG041			0		3.0				115	半			Generative AI and Humanities Applications </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative ]			1115			65	N								-32			李鍑倫 李宗翰 王聖鐸		三 6-8 公館 Ｓ602	生成式AI與人文應用 </br>[ 學分學程：AI暨元宇宙敘事學分學程 ]						33		通				50		1	A4	ZU48
	GU						9	0.09		通識		06UG004			25		2.0				115	半			Introduction to Astronomy </br>[ Program: The Inter-disciplinary Program of  Astronomy and Gravitation ]			1116			62	N		是			◎地科系（學）不得選修			-26			橋本康弘		三 3-4 公館 Ｅ202	星星月亮太陽－天文漫談 </br>[ 學分學程：天文與重力學分學程 ]						36		通				97		1	A3	ZU61
	GU						0	0.00		通識		06UG005			0		2.0				115	半			Nano Technology	A		1117			52	N								-29			鄭淳護		五 3-4 和平 機202會議室	奈米科技						23		通				50		1	A3/B2	
	GU						10	0.07		通識		06UG005			0		2.0				115	半			Nano Technology	B		1118			178	N								-54			郭金國		五 3-4 和平 教201演講廳	奈米科技						124		通				150		1	A3/B2	
	GU						9	0.10		通識		06UG006			0		2.0				115	半			Environmental Ethics and Sustainable Development </br>[ Program: The Inter-disciplinary Program of STEM Innovation and Practices ]	A		1119			80	N								-48			李清安		三 A-B 和平 教202會議廳	環境倫理與永續發展 </br>[ 學分學程：理工創新與實作學分學程 ]						32		通				90		1	A3	ZU62
	GU						10	0.13		通識		06UG009			0		2.0				115	半			Plants and Human Life			1120			77	N								-40			趙怡姍		三 3-4 公館 Ｓ101	植物與人生						37		通				80		1	A3	
	GU						0	0.00		通識		06UG018			3		2.0				115	半			Brain Science in Learning and Daily Life </br>[ Program: The Inter-disciplinary Program of STEM Innovation and Practices ]	A		1123			76	N								-38			顏妙璇		一 3-4 公館 理圖003	學習與生活中的腦科學 </br>[ 學分學程：理工創新與實作學分學程 ]						38		通				75		1	A3	ZU62
	GU						0	0.00		通識		06UG018			3		2.0				115	半			Brain Science in Learning and Daily Life </br>[ Program: The Inter-disciplinary Program of STEM Innovation and Practices ]	B		1124			146	N								-87			顏妙璇		一 6-7 公館 理圖003	學習與生活中的腦科學 </br>[ 學分學程：理工創新與實作學分學程 ]						59		通				75		1	A3	ZU62
	GU						9	0.09		通識		06UG021			30		2.0	Y			115	半			Life in the Universe and the Space Environments </br>[ Program: The Inter-disciplinary Program of  Astronomy and Gravitation ]			1125			65	1		是						-45			橋本康弘		◎面授/同步	宇宙中的生命與太空環境 </br>[ 學分學程：天文與重力學分學程 ]						20		通				97	◎數位課程  數位課程；授權碼人數:30人。  All distance learning courses display synchronous learning and face-to-face learning time only.	1	A3	ZU61
	GU						10	0.20		通識		06UG025			0		2.0				115	半			Vehicle and Life			1126			100	N								-58			張俊興		四 3-4 和平 科工學院會議室	汽車與生活						42		通				50		1	A3	
	GU						20	0.31		通識		0AUG203			0		2.0				115	半			Introduction to Music			1127			23	N					◎音樂系（學）不得選修			-10			吳佩蓉		三 3-4 和平 音樂系演奏廳	音樂概論						13		通				65		1	A1	
	GU						5	0.10		通識		0AUG229			0		2.0				115	半			Love in Literature and Films			1128			162	N								-123			鄭怡庭		一 6-7 和平 美601	文學、電影中的情感經驗						39		通				50		1	A1	
	GU						0	0.00		通識		0AUG402			0		2.0				115	半			Psychology </br>[ Program: The Inter-disciplinary Program of Art Education Therapy The Inter-disciplinary Program of Human Services and Social Work Credit The Inter-disciplinary Program of Strength and Conditioning The Inter-disciplinary Program of Music-assisted Guidance and Special Education ]	A		1129			208	N								-169			楊諮燕		四 3-4 和平 綜509國際會議廳	心理學 </br>[ 學分學程：藝術教育治療學分學程 人群服務與社會工作學分學程 肌力與體能訓練學分學程 音樂輔導與特教學分學程 ]						39		通				50		1	A2/B1	ZU36/ZU37/ZU52/ZU59
	GU						0	0.00		通識		0AUG402			0		2.0				115	半			Psychology </br>[ Program: The Inter-disciplinary Program of Art Education Therapy The Inter-disciplinary Program of Human Services and Social Work Credit The Inter-disciplinary Program of Strength and Conditioning The Inter-disciplinary Program of Music-assisted Guidance and Special Education ]	B		1130			78	N								-38			郭彥廷		一 10-A 公館 Ｓ601	心理學 </br>[ 學分學程：藝術教育治療學分學程 人群服務與社會工作學分學程 肌力與體能訓練學分學程 音樂輔導與特教學分學程 ]						40		通				50		1	A2/B1	ZU36/ZU37/ZU52/ZU59
	GU						0	0.00		通識		0AUG402			0		2.0				115	半			Psychology </br>[ Program: The Inter-disciplinary Program of Art Education Therapy The Inter-disciplinary Program of Human Services and Social Work Credit The Inter-disciplinary Program of Strength and Conditioning The Inter-disciplinary Program of Music-assisted Guidance and Special Education ]	C		1131			85	N								-47			郭彥廷		三 10-A 公館 Ｓ601	心理學 </br>[ 學分學程：藝術教育治療學分學程 人群服務與社會工作學分學程 肌力與體能訓練學分學程 音樂輔導與特教學分學程 ]						38		通				50		1	A2/B1	ZU36/ZU37/ZU52/ZU59
	GU						0	0.00		通識		0AUG402			0		2.0				115	半			Psychology </br>[ Program: The Inter-disciplinary Program of Art Education Therapy The Inter-disciplinary Program of Human Services and Social Work Credit The Inter-disciplinary Program of Strength and Conditioning The Inter-disciplinary Program of Music-assisted Guidance and Special Education ]	D		1132			53	N								-32			郭彥廷		五 10-A 公館 Ｓ501	心理學 </br>[ 學分學程：藝術教育治療學分學程 人群服務與社會工作學分學程 肌力與體能訓練學分學程 音樂輔導與特教學分學程 ]						21		通				50		1	A2/B1	ZU36/ZU37/ZU52/ZU59
	GU						0	0.00		通識		0AUG408			5		2.0				115	半			Health and Life			1133			126	N								-76			黃玫瑄		四 3-4 和平 綜210展覽廳	健康與生活						50		通				60		1	A3	
	GU						0	0.00		通識		0AUG442			0		2.0				115	半			The Bible and Human Life			1134			134	N		是						-93			范俊銘		一 C-D 公館 Ｓ204	聖經與人生						41		通				50		1	A1	
	GU						10	0.06		通識		0AUG462			0		2.0				115	半			Personal Finance			1135			299	N								-157			朱文增		三 3-4 和平 綜210展覽廳	個人投資理財						142		通				170		1	A2	
	GU						10	0.20		通識		0AUG463			0		2.0				115	半			Leisure in Our Daily Life </br>[ Program: The Inter-disciplinary Program of Strength and Conditioning ]			1136			85	N								-46			李晶		三 3-4 公館 理圖003	休閒與生活 </br>[ 學分學程：肌力與體能訓練學分學程 ]						39		通				50		1	A2	ZU52
	GU						10	0.20		通識		0HUG011			1		2.0				115	半			Academic Writing	A		1137			13	N								-6			謝秀卉		二 3-4 公館 Ｓ601	學術寫作						7		通				50		1	A1	
	GU						9	0.09		通識		0HUG210			0		2.0				115	半			Introduction to Southern Min Chinese	A		1138			68	N								-41			林香薇		一 3-4 和平 綜202演講廳	閩南語概論						27		通				100		1	A1	
	GU						0	0.00		通識		0HUG210			0		2.0				115	半			Introduction to Southern Min Chinese	B		1139			19	N								-10			魏俊陽		三 9-10 公館 Ｅ101	閩南語概論						9		通				50	本課程授課為全臺灣台語授課進行為主。	1	A1	
	GU						6	0.12		通識		0HUG253			2		2.0				115	半			Introduction to Metaverse Narrative </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative ]			1140			27	N								-19			羅凡晸		四 6-7 和平 教402	元宇宙敘事導論 </br>[ 學分學程：AI暨元宇宙敘事學分學程 ]						8		通				50		1	A1	ZU48
	GU						10	0.14		通識		0HUG432			0		2.0				115	半			Shakespeare			1141			68	N								-35			蘇子中		二 6-7 和平 進修學院演講堂	莎士比亞的故事						33		通				70		1	A1/B2	
	GU						10	0.17		通識		0HUG501			0		2.0				115	半			Beginning Japanese	A		1142			108	N								-57			張怡倩		二 3-4 公館 Ｅ202	日語（一）						51		通				60	1.日語母語者不可修本課程  2.不接受旁聽  3.只限三校聯盟選課。	1	A1	
	GU						10	0.17		通識		0HUG501			0		2.0				115	半			Beginning Japanese	B		1143			90	N								-41			張怡倩		二 6-7 公館 Ｅ202	日語（一）						49		通				60	1.日語母語者不可修本課程  2.不接受旁聽  3.只限三校聯盟選課。	1	A1	
	GU						0	0.00		通識		0HUG501			0		2.0				115	半			Beginning Japanese	C		1144			61	N								-35			許菁娟		一 8-9 公館 Ｓ602	日語（一）						26		通				50	(1)日語為母語者不可選課。(2)本課程不開放授權碼，亦不簽停修單。	1	A1	
	GU						0	0.00		通識		0HUG501			0		2.0				115	半			Beginning Japanese	D		1145			73	N								-37			許菁娟		三 6-7 公館 Ｅ301	日語（一）						36		通				50	(1)日語為母語者不可選課。(2)本課程不開放授權碼，亦不簽停修單。	1	A1	
	GU						0	0.00		通識		0HUG501			0		2.0				115	半			Beginning Japanese	E		1146			58	N								-20			簡嘉菁		五 3-4 和平 綜509國際會議廳	日語（一）						38		通				50	(1)日語為母語者不可選課。(2)本課程不開放授權碼。僅限三校聯盟學生旁聽 (需來信詢問)。	1	A1	
	GU						5	0.10		通識		0HUG502			0		2.0				115	半			French (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]			1147			37	N								-23			李曉芸		三 6-7 公館 Ｂ102	法語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						14		通				50	學過二個月以上法語者，請勿選課。	1	A1	ZU56
	GU						0	0.00		通識		0HUG503			0		2.0				115	半			Spanish (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]	A		1148			69	N								-36			張乃翠		三 3-4 公館 Ｓ502	西班牙語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						33		通				50	母語人士不可選課。	1	A1	ZU56
	GU						0	0.00		通識		0HUG503			0		2.0				115	半			Spanish (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]	B		1149			43	N								-28			張乃翠		三 6-7 公館 Ｓ502	西班牙語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						15		通				50	母語人士不可選課。	1	A1	ZU56
	GU						0	0.00		通識		0HUG506			0		2.0				115	半			Korean (I)	A		1150			73	N								-34			魯水晶		二 3-4 公館 Ｓ503	韓語（一）						39		通				50	1.韓語為母語者不可選課。2.授權碼發放以大四或延畢同學為優先。	1	A1	
	GU						0	0.00		通識		0HUG506			0		2.0				115	半			Korean (I)	B		1151			72	N								-44			魯水晶		二 6-7 公館 Ｓ503	韓語（一）						28		通				50	1.韓語為母語者不可選課。2.授權碼發放以大四或延畢同學為優先。	1	A1	
	GU						5	0.10		通識		0HUG509			0		2.0				115	半			Thai Language (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]	A		1152			33	N								-18			譚華德		四 6-7 公館 Ｓ503	泰語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						15		通				50	母語人士不可選課。	1	A1	ZU56
	GU						5	0.10		通識		0HUG509			0		2.0				115	半			Thai Language (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]	B		1153			16	N								-15			譚華德		四 8-9 公館 Ｓ503	泰語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						1		通				50	母語人士不可選課。	1	A1	ZU56
	GU						0	0.00		通識		0HUG649			0		2.0				115	半			Vietnamese (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]	A		1154			7	N								-4			劉陳石草		三 A-B 公館 Ｓ502	越南語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						3		通				50	母語人士不可選課。	1	A1	ZU56
	GU						0	0.00		通識		0HUG649			0		2.0				115	半			Vietnamese (I) </br>[ Program: The Inter-disciplinary Program of International Relations and Diplomacy ]	B		1155			4	N								-2			劉陳石草		四 A-B 公館 Ｓ501	越南語（一） </br>[ 學分學程：國際關係與外交學分學程 ]						2		通				50	母語人士不可選課。	1	A1	ZU56
	GU						10	0.17		通識		0HUG652			0		2.0				115	半			Japanese (II)	A		1156			32	N								-15			張怡倩		二 8-9 公館 理圖001	日語（二）						17		通				60	1.日語母語者不可修本課程  2.不接受旁聽  3.只限三校聯盟選課。	1	A1	
	GU						0	0.00		通識		0HUG652			0		2.0				115	半			Japanese (II)	B		1157			20	N								-10			許菁娟		三 8-9 公館 Ｅ301	日語（二）						10		通				50	(1)日語為母語者不可選課。(2)本課程不開放授權碼，亦不簽停修單。	1	A1	
	GU						0	0.00		通識		0HUG655			0		2.0				115	半			Malay Language (I)	A		1158			23	N								-14			陳際宇		一 A-B 公館 Ｓ202	馬來語 （一）						9		通				50	馬來西亞籍及印尼籍同學不得修習與旁聽。旁聽者需提前知會講師。	1	A1	
	GU						0	0.00		通識		0HUG655			0		2.0				115	半			Malay Language (I)	B		1159			16	N								-8			陳際宇		二 A-B 公館 Ｓ102	馬來語 （一）						8		通				50	馬來西亞籍及印尼籍同學不得修習與旁聽。旁聽者需提前知會講師。	1	A1	
	GU						25	0.00		通識		0NUG245			0		2.0				115	半			Human and Natural Sciences </br>[ Program: The EMI Inter-disciplinary Program of Environmental Humanities ]			1160			18	N		是						-18			葉孟宛		三 3-4 公館 Ｓ307	人類與自然資源 </br>[ 學分學程：環境人文全英語學分學程 ]						0		通				0	◎全授權碼課程    國際線上課程，與日本關西大學合開，需同時上網，考量頻寬問題，故予以限修人數。需配合日本課程時間，於１０：１０分開始上課。自備電腦。全班以申請方式給授權碼，跟教師申請後才會獲得授權碼進入課程。臺灣大學系統學生如要修課請跟老師索取授權碼。	1	A3	ZU38
	GU						10	0.10		通識		0NUG246			0		2.0				115	半			Physiological Psychology </br>[ Program: The Inter-disciplinary Program of Music-assisted Guidance and Special Education ]	A		1161			160	N								-75			呂國棟		三 3-4 公館 Ｅ102	生理心理學 </br>[ 學分學程：音樂輔導與特教學分學程 ]						85		通				100		1	A3	ZU59
	GU						10	0.20		通識		0NUG246			0		2.0				115	半			Physiological Psychology </br>[ Program: The Inter-disciplinary Program of Music-assisted Guidance and Special Education ]	B		1162			91	N								-51			呂國棟		五 3-4 公館 Ｂ103	生理心理學 </br>[ 學分學程：音樂輔導與特教學分學程 ]						40		通				50		1	A3	ZU59
	GU						22	0.28		通識		0NUG253			0		2.0				115	半			3 D Printing and Innovative Applications			1163			171	N								-105			沈林琥		三 3-4 公館 Ｅ101	３Ｄ列印與創新應用						66		通				80		1	A3	
	GU						0	0.00		通識		0SUG514			5		2.0				115	半			Exploration of Museum			1164			122	N								-78			黃玫瑄		三 6-7 和平 教202會議廳	博物館探索						44		通				60		1	A2	
	GU						28	0.40		通識		0SUG523			0		2.0				115	半			Lectures on General Education			1165			80	N								-31			吳忠信 方偉達		三 3-4 和平 綜202演講廳	通識教育講座						49		通				70		1	A2	
	GU						10	0.20		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	A		1166			0	N					◎限大一修習◎限教育系（學）選修			0			陳伊琳		三 3-4 和平 工501(TA501)	大學入門						0		通				50	備註 : 非大一、非教育學系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	B		1167			0	N					◎限大一修習◎限心輔系（學）選修			0			鄭曉楓		三 9-10 和平 教602	大學入門						0		通				50	限心輔系（學）選修，非大一、非心輔系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						3	0.09		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	C		1168			0	N					◎限大一修習◎限社教系（學）選修			0			徐敏雄		三 3-4 和平 TA512	大學入門						0		通				33	非大一、非社教系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						3	0.08		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	D		1169			0	N					◎限大一修習◎限衛教系（學）選修			0			張家臻		三 3-4 和平 美202	大學入門						0		通				37	限衛教系(學)選修 非大一、非衛教系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	E		1170			0	N					◎限大一修習◎限幼家科學系（學）選修			0			吳志文		三 3-4 和平 美601	大學入門						0		通				50	限幼家科學系家庭組(學)選修 非大一、非幼家科學系家庭組的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						9	0.10		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	F		1171			0	N					◎限大一修習◎限公領系（學）選修			0			王伯宇		一 3-4 和平 進修學院演講堂	大學入門						0		通				90	非大一、非公領系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	G		1172			0	N					◎限大一修習◎限特教系（學）選修			0			王慧婷		三 3-4 和平 特114視聽室	大學入門						0		通				50	限特教系(學)選修，非大一、非特教系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						3	0.12		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	H		1173			10	N					◎限大一大二修習◎限學習科學學位學程（學）選修			-4			林宗進		三 3-4 和平 進309	大學入門						6		通				25	限學習科學學位學程（學）選修，非學習科學學士學位學程大一二的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	I		1174			0	N		是			◎限大一修習◎限教院學士班（學）選修			0			郭晏輔		三 6-7 和平 金牌講堂	大學入門						0		通				50	限教育學院學士班（學）選修，非大一、非本班的學生，請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						3	0.08		通識		0SUG526			0		2.0				115	半			Introduction to University Studies	J		1175			0	N					◎限大一修習◎限幼家科學系（學）選修			0			吳怡萱		三 3-4 和平 進306	大學入門						0		通				37	限幼家科學系幼教組(學)選修 非大一、非幼家科學系幼教組的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG528			0		2.0				115	半			Education in Taiwan	A		1176			9	N								-7			張民杰 吳淑禎 葉明芬		三 6-7 公館 Ｂ103	臺灣教育						2		通				50		1	A2	
	GU						10	0.20		通識		0SUG528			0		2.0				115	半			Education in Taiwan	B		1177			1	N								-1			葉怡芬 徐秀婕 柯琦		三 6-7 公館 Ｅ101	臺灣教育						0		通				50		1	A2	
	GU						10	0.13		通識		0SUG531			0		2.0				115	半			Introduction to University Studies	A		1178			0	N					◎限大一修習◎限國文系（學）選修			0			胡衍南		一 3-4 和平 綜210展覽廳	大學入門						0		通				80	限國文學系(學)選修，非大一、非國文學系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						5	0.08		通識		0SUG531			0		2.0				115	半			Introduction to University Studies	B		1179			0	N					◎限大一修習◎限英語系（學）選修			0			許月貴		五 3-4 和平 美術館601	大學入門						0		通				60	限英語系(學)選修，非大一、非英語系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG531			0		2.0				115	半			Introduction to University Studies	C		1180			0	N					◎限大一修習◎限歷史系（學）選修			0			陳昭揚		三 3-4 和平 美術館601	大學入門						0		通				50	非大一、非歷史系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						3	0.07		通識		0SUG531			0		2.0				115	半			Introduction to University Studies	D		1181			0	N					◎限大一修習◎限地理系（學）選修			0			李宗祐		三 3-4 和平 科技系TC411教室	大學入門						0		通				45	部分週次與E組共同上課；非大一、非地理系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						3	0.08		通識		0SUG531			0		2.0				115	半			Introduction to University Studies	E		1182			0	N					◎限大一修習◎限地理系（學）選修			0			洪立三		三 3-4 和平 進305	大學入門						0		通				37	部分週次與D組共同上課；非大一、非地理系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG531			0		2.0				115	半			Introduction to University Studies	F		1183			1	N					◎限臺文系（學）選修			-1			許慧如		五 3-4 和平 進308	大學入門						0		通				50	限台文系修習，非台文系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						9	0.10		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	A		1185			1	N					◎限大一修習◎限數學系（學）選修			0			楊青育		三 3-4 公館 Ｂ103	大學入門						1		通				90	限數學系（學）選修；非大一、非數學系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	B		1186			0	N					◎限大一修習◎限物理系（學）選修			0			陸亭樺		三 3-4 公館 Ｅ201	大學入門						0		通				50	限物理系大一新生選修	1	B3	
	GU						9	0.10		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	C		1187			0	N					◎限大一修習◎限化學系（學）選修			0			李祐慈		三 3-4 公館 Ｅ302	大學入門						0		通				90	限化學系(學)選修，非大一、非化學系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.17		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	D		1188			0	N					◎限大一修習◎限生科系（學）選修			0			賴韻如		三 3-4 公館 Ｅ301	大學入門						0		通				60	限生科系(學)選修，非大一、非生科系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	E		1189			0	N					◎限大一修習◎限地科系（學）選修			0			曾瑋玲		三 3-4 公館 Ｓ404	大學入門						0		通				50	限地科系；非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	F		1190			0	N					◎限大一修習◎限資工系（學）選修			0			蔣宗哲		二 6-7 公館 綜合館3F國際會議廳	大學入門						0		通				50	限資工系(學)選修，非大一、非資工系學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						10	0.20		通識		0SUG532			0		2.0				115	半			Introduction to University Studies	G		1191			0	N					◎限大一修習◎限營養學位學程（學）選修			0			葉宛儒		三 3-4 公館 Ｓ403	大學入門						0		通				50	限營養學程學生選修，非大一、非營養學程學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
	GU						0	0.00		通識		0SUG533			0		2.0				115	半			Introduction to University Studies	D		1192			0	N					◎限大一修習◎限機電系（學）選修			0			程金保		三 3-4 和平 機202會議室	大學入門						0		通				55	限機電工程學系	1	B3	
	GU						10	0.20		通識		0SUG533			0		2.0				115	半			Introduction to University Studies	F		1193			16	N					◎限車能學位學程（學）選修			-8			林煜軒 王文豫		三 3-4 和平 汽車工場B101	大學入門						8		通				50	限車能學程	1	B3	
	GU						10	0.20		通識		0SUG534			0		2.0				115	半			Introduction to University Studies	A		1194			0	N					◎限大一修習◎限體育系（學）選修			0			掌慶維		三 8-9 和平 金牌講堂	大學入門						0		通				50	非大一、非體育系的學生請先取得授課教師同意，並以授權碼方式加選。	1	B3	
